[13:25:16] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:42)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_tquery: invalid connection handle '0' (./includes/task.pwn:48)
[11:14:11] [ERROR] mysql_format: invalid connection handle '0' (./includes/task.pwn:48)
